county,EducationGap,EducationRatio,PovertyUnemploymentRatio,PopulationDensityProxy,EconomicPressure,IsNCA
Howard,0.21588275616372776,0.3707297773871613,5.071225071225072,9.436200230784621,10.65,0
Independence,0.058812020224425866,0.3901737078759708,3.958944281524927,10.553753327777704,8.45,1
Izard,0.11949621180040931,0.504882149044672,3.972602739726028,9.558882332684727,12.7,1
Jackson,0.17687043523593904,0.29708319063331584,4.8140900195694725,9.728240909414135,14.850000000000001,1
Jefferson,0.03213351562180928,0.4348825023596425,5.271149674620391,11.061343117244876,14.45,0
Johnson,0.08845347785984921,0.41270382909806586,3.8775510204081636,10.170839358514659,10.75,0
Lafayette,0.6216003379327317,0.19306126394021803,4.643584521384929,8.715388097366482,13.850000000000001,0
Lawrence,0.13918555386689543,0.36573243461857036,5.366568914956012,9.700085352130934,10.85,0
Lee,0.4982345452627729,0.14141740920327894,7.428023032629559,9.012133305952004,21.950000000000003,0
Lincoln,0.28897276298650953,0.2200018727921256,6.533665835411472,9.464905067965136,15.1,0
Little River,0.22106501152054217,0.3900223157817264,5.042735042735043,9.376363155800634,10.6,0
Logan,0.13170749691588785,0.3389469055222067,4.139650872817955,9.97119292889014,10.3,0
Lonoke,0.02110126373380386,0.47057709719664453,3.5424354243542435,11.23776467307212,6.15,0
Madison,0.21865878931082983,0.24005025681676953,5.6704980842911885,9.785604511879411,8.700000000000001,0
Marion,0.11823795654904644,0.4073761623602305,4.233576642335767,9.770812935631588,10.75,1
Miller,0.057481708381468814,0.3592429884869437,5.955678670360111,10.655280928528807,12.55,0
Mississippi,0.07316326674081162,0.30601671824678384,5.071283095723014,10.56266421352492,14.899999999999999,0
Monroe,0.38423115340909086,0.37855248806128794,6.726342710997443,8.781555458546402,15.1,0
Montgomery,0.2332310777262181,0.4455136556268801,3.8289205702647657,9.061956366209925,11.850000000000001,0
Nevada,0.4570978504926108,0.23529373849721755,6.2533692722371965,9.002208578282412,13.45,0
Newton,0.3425313832555509,0.36377661539959855,5.513196480938417,8.863898604317479,11.1,0
Ouachita,0.12467031477997521,0.3396405242645296,4.8081841432225065,9.989389981536831,11.35,0
Perry,0.26590046808719564,0.37877494388948474,3.9058171745152355,9.228671328660907,8.85,0
Phillips,0.1274402402914244,0.414086235749575,5.2534562211981575,9.61326893243235,20.35,0
Pike,0.16951042623432605,0.5163072445808308,5.185185185185185,9.231024963169016,10.85,0
Poinsett,0.15201693936687952,0.24734451447036773,5.7703927492447145,10.016726948142638,11.200000000000001,0
Polk,0.09583658957604446,0.4554107332824109,5.207756232686981,9.874933745118067,11.200000000000001,0
Pope,0.01604858894926696,0.5941902732402619,3.452685421994885,11.075876806200181,8.7,0
Prairie,0.33858090380786454,0.37358592188532613,4.951768488745981,8.991811158212718,9.25,0
Pulaski,-0.003058518998322538,0.5736592787113839,4.890965732087227,12.899244825777624,9.45,0
Randolph,0.13792832866134236,0.3411034399341898,5.270655270655271,9.847340391913127,11.0,0
Saline,0.003276902758269404,0.6235825390118286,3.4317343173431736,11.772015143057907,6.0,0
Scott,0.3281376587148513,0.24532225660608512,6.478405315614618,9.195429759240428,11.25,0
Searcy,0.2920437467332821,0.36732026346150826,4.68677494199536,8.962776046120291,12.25,1
Sebastian,0.004544587917705928,0.5649478611996768,3.753665689149561,11.76833483087135,8.1,0
Sevier,0.14016641990788126,0.31768279325190296,4.908136482939633,9.657139343577324,11.25,0
Sharp,0.15935579023820123,0.2816087821097647,5.038363171355499,9.796403329926454,11.799999999999999,1
St. Francis,0.14151719094158638,0.27814957693687287,6.846307385229541,10.003423381148728,19.65,0
Stone,0.1732966971825428,0.3984342679502397,4.306569343065694,9.447150114054207,10.899999999999999,1
Union,0.0566107555686285,0.43165496004997017,4.121475054229935,10.529372506036905,11.8,0
Van Buren,0.17545953617891216,0.34517679211795455,4.114713216957607,9.689241798157529,10.25,1
Washington,-0.0024121413998906514,0.6355880526862648,5.844155844155845,12.474380748798756,7.9,0
White,0.026520391347575587,0.4086967465523509,4.472934472934473,11.270254998347795,9.6,1
Woodruff,0.5075165508048289,0.33987098564827734,6.759002770083102,8.693664334532016,14.0,1
Yell,0.1266927129315506,0.34321840693550537,4.447439353099731,9.905735025076607,10.1,0
